invoice_id,msme_company,buyer_name,buyer_sector,invoice_date,due_date,paid_date,invoice_amount,payment_delay_days,is_paid,monthly_fixed_cost,cash_reserves,avg_monthly_revenue,buyer_risk_level,post_legal_notice
INV-2024-00823,Ayesha Plastics,Shree Retail Distributors,Retail,2024-11-20,2024-12-20,2025-02-04,58752,46,1,326225,2155144,1076778,medium,1
INV-2024-00824,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-07-03,2024-08-02,,137514,180,0,326225,2155144,1076778,high,0
INV-2024-00825,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-06-06,2024-07-06,2024-10-17,234369,103,1,326225,2155144,1076778,high,0
INV-2024-00826,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-02-22,2024-03-23,2024-06-11,168185,80,1,326225,2155144,1076778,high,0
INV-2024-00827,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-08-17,2024-09-16,2024-10-11,62915,25,1,326225,2155144,1076778,low,0
INV-2024-00828,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-02-22,2024-03-23,2024-05-31,158539,69,1,326225,2155144,1076778,high,0
INV-2024-00829,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-02-17,2024-03-18,2024-04-25,62526,38,1,326225,2155144,1076778,low,0
INV-2024-00830,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-07-16,2024-08-15,2024-11-18,104738,95,1,326225,2155144,1076778,high,0
INV-2024-00831,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-02-13,2024-03-14,2024-05-06,171099,53,1,326225,2155144,1076778,medium,0
INV-2024-00832,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-05-04,2024-06-03,2024-06-26,28172,23,1,326225,2155144,1076778,low,0
INV-2024-00833,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-07-13,2024-08-12,2024-10-25,196879,74,1,326225,2155144,1076778,high,0
INV-2024-00834,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-05-17,2024-06-16,,125034,180,0,326225,2155144,1076778,high,0
INV-2024-00835,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-08-10,2024-09-09,2024-12-02,178624,84,1,326225,2155144,1076778,high,0
INV-2024-00836,Ayesha Plastics,Shree Retail Distributors,Retail,2024-02-09,2024-03-10,2024-04-17,75221,38,1,326225,2155144,1076778,medium,0
INV-2024-00837,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-11-16,2024-12-16,2025-01-11,85206,26,1,326225,2155144,1076778,medium,1
INV-2024-00838,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-08-22,2024-09-21,2024-11-29,209615,69,1,326225,2155144,1076778,high,0
INV-2024-00839,Ayesha Plastics,Shree Retail Distributors,Retail,2024-07-21,2024-08-20,2024-10-16,104343,57,1,326225,2155144,1076778,medium,0
INV-2024-00840,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-06-17,2024-07-17,2024-09-13,224915,58,1,326225,2155144,1076778,high,0
INV-2024-00841,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-11-29,2024-12-29,2025-02-24,178167,57,1,326225,2155144,1076778,high,1
INV-2024-00842,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-06-13,2024-07-13,2024-08-23,72407,41,1,326225,2155144,1076778,medium,0
INV-2024-00843,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-09-02,2024-10-02,2024-12-23,116048,82,1,326225,2155144,1076778,high,1
INV-2024-00844,Ayesha Plastics,Shree Retail Distributors,Retail,2024-06-12,2024-07-12,2024-08-25,70707,44,1,326225,2155144,1076778,medium,0
INV-2024-00845,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-09-08,2024-10-08,2024-11-30,172747,53,1,326225,2155144,1076778,high,1
INV-2024-00846,Ayesha Plastics,Shree Retail Distributors,Retail,2024-06-15,2024-07-15,2024-08-21,91733,37,1,326225,2155144,1076778,medium,0
INV-2024-00847,Ayesha Plastics,Shree Retail Distributors,Retail,2024-07-20,2024-08-19,2024-09-16,97425,28,1,326225,2155144,1076778,medium,0
INV-2024-00848,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-04-12,2024-05-12,2024-06-24,61895,43,1,326225,2155144,1076778,low,0
INV-2024-00849,Ayesha Plastics,National Packaging House,Packaging,2024-12-15,2025-01-14,2025-02-08,51994,25,1,326225,2155144,1076778,low,1
INV-2024-00850,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-08-24,2024-09-23,2024-11-22,183125,60,1,326225,2155144,1076778,high,0
INV-2024-00851,Ayesha Plastics,National Packaging House,Packaging,2024-05-29,2024-06-28,2024-08-03,76311,36,1,326225,2155144,1076778,low,0
INV-2024-00852,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-07-28,2024-08-27,2024-10-17,110868,51,1,326225,2155144,1076778,medium,0
INV-2024-00853,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-06-04,2024-07-04,2024-09-12,161392,70,1,326225,2155144,1076778,high,0
INV-2024-00854,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-08-04,2024-09-03,2024-11-23,148540,81,1,326225,2155144,1076778,medium,0
INV-2024-00855,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-11-02,2024-12-02,2024-12-28,91684,26,1,326225,2155144,1076778,medium,1
INV-2024-00856,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-09-16,2024-10-16,2024-12-11,209818,56,1,326225,2155144,1076778,high,1
INV-2024-00857,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-08-02,2024-09-01,2024-10-05,27409,34,1,326225,2155144,1076778,low,0
INV-2024-00858,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-07-03,2024-08-02,2024-09-24,106263,53,1,326225,2155144,1076778,medium,0
INV-2024-00859,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-10-31,2024-11-30,2025-01-26,136619,57,1,326225,2155144,1076778,medium,1
INV-2024-00860,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-05-07,2024-06-06,2024-07-08,112736,32,1,326225,2155144,1076778,medium,0
INV-2024-00861,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-11-27,2024-12-27,2025-02-16,142958,51,1,326225,2155144,1076778,medium,1
INV-2024-00862,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-11-26,2024-12-26,2025-02-27,150858,63,1,326225,2155144,1076778,medium,1
INV-2024-00863,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-06-18,2024-07-18,2024-10-01,117905,75,1,326225,2155144,1076778,high,0
INV-2024-00864,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-01-06,2024-02-05,2024-05-04,123561,89,1,326225,2155144,1076778,high,0
INV-2024-00865,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-09-22,2024-10-22,2024-12-21,104182,60,1,326225,2155144,1076778,medium,1
INV-2024-00866,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-04-23,2024-05-23,2024-07-21,163826,59,1,326225,2155144,1076778,high,0
INV-2024-00867,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-12-13,2025-01-12,2025-02-15,94514,34,1,326225,2155144,1076778,medium,1
INV-2024-00868,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-06-25,2024-07-25,2024-08-26,195997,32,1,326225,2155144,1076778,high,0
INV-2024-00869,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-05-31,2024-06-30,2024-08-17,122315,48,1,326225,2155144,1076778,high,0
INV-2024-00870,Ayesha Plastics,National Packaging House,Packaging,2024-02-29,2024-03-30,2024-05-16,87105,47,1,326225,2155144,1076778,low,0
INV-2024-00871,Ayesha Plastics,Shree Retail Distributors,Retail,2024-06-27,2024-07-27,2024-09-05,77911,40,1,326225,2155144,1076778,medium,0
INV-2024-00872,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-04-15,2024-05-15,2024-06-21,61050,37,1,326225,2155144,1076778,low,0
INV-2024-00873,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-02-19,2024-03-20,2024-05-27,128632,68,1,326225,2155144,1076778,high,0
INV-2024-00874,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-06-12,2024-07-12,,184007,180,0,326225,2155144,1076778,high,0
INV-2024-00875,Ayesha Plastics,Shree Retail Distributors,Retail,2024-12-29,2025-01-28,2025-03-21,83791,52,1,326225,2155144,1076778,medium,1
INV-2024-00876,Ayesha Plastics,Shree Retail Distributors,Retail,2024-11-27,2024-12-27,2025-02-13,25935,48,1,326225,2155144,1076778,medium,1
INV-2024-00877,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-05-04,2024-06-03,2024-06-16,50188,13,1,326225,2155144,1076778,low,0
INV-2024-00878,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-06-18,2024-07-18,2024-08-25,67668,38,1,326225,2155144,1076778,low,0
INV-2024-00879,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-04-28,2024-05-28,2024-08-04,120189,68,1,326225,2155144,1076778,medium,0
INV-2024-00880,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-04-05,2024-05-05,2024-06-27,135306,53,1,326225,2155144,1076778,medium,0
INV-2024-00881,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-01-15,2024-02-14,2024-04-19,182398,65,1,326225,2155144,1076778,medium,0
INV-2024-00882,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-08-18,2024-09-17,2024-10-02,61131,15,1,326225,2155144,1076778,low,0
INV-2024-00883,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-12-26,2025-01-25,2025-03-18,162696,52,1,326225,2155144,1076778,high,1
INV-2024-00884,Ayesha Plastics,National Packaging House,Packaging,2024-12-26,2025-01-25,2025-02-24,109076,30,1,326225,2155144,1076778,low,1
INV-2024-00885,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-02-22,2024-03-23,2024-05-24,129312,62,1,326225,2155144,1076778,medium,0
INV-2024-00886,Ayesha Plastics,Shree Retail Distributors,Retail,2024-07-06,2024-08-05,2024-10-02,80872,58,1,326225,2155144,1076778,medium,0
INV-2024-00887,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-05-14,2024-06-13,2024-07-23,79433,40,1,326225,2155144,1076778,medium,0
INV-2024-00888,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-11-23,2024-12-23,2025-02-06,137876,45,1,326225,2155144,1076778,high,1
INV-2024-00889,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-07-19,2024-08-18,2024-09-14,50823,27,1,326225,2155144,1076778,low,0
INV-2024-00890,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-08-22,2024-09-21,2024-10-20,84267,29,1,326225,2155144,1076778,medium,0
INV-2024-00891,Ayesha Plastics,National Packaging House,Packaging,2024-12-27,2025-01-26,2025-02-26,44686,31,1,326225,2155144,1076778,low,1
INV-2024-00892,Ayesha Plastics,Shree Retail Distributors,Retail,2024-10-29,2024-11-28,2025-01-16,49905,49,1,326225,2155144,1076778,medium,1
INV-2024-00893,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-03-01,2024-03-31,2024-05-18,148297,48,1,326225,2155144,1076778,high,0
INV-2024-00894,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-07-10,2024-08-09,2024-09-06,87269,28,1,326225,2155144,1076778,medium,0
INV-2024-00895,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-08-02,2024-09-01,2024-10-09,64787,38,1,326225,2155144,1076778,low,0
INV-2024-00896,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-08-04,2024-09-03,2024-11-19,69993,77,1,326225,2155144,1076778,high,0
INV-2024-00897,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-12-21,2025-01-20,2025-03-29,152794,68,1,326225,2155144,1076778,high,1
INV-2024-00898,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-03-29,2024-04-28,2024-05-19,63197,21,1,326225,2155144,1076778,low,0
INV-2024-00899,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-03-12,2024-04-11,2024-06-10,132237,60,1,326225,2155144,1076778,high,0
INV-2024-00900,Ayesha Plastics,Shree Retail Distributors,Retail,2024-11-13,2024-12-13,2025-01-24,101520,42,1,326225,2155144,1076778,medium,1
INV-2024-00901,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-01-05,2024-02-04,2024-04-08,270059,64,1,326225,2155144,1076778,high,0
INV-2024-00902,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-07-15,2024-08-14,2024-09-16,128121,33,1,326225,2155144,1076778,high,0
INV-2024-00903,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-09-10,2024-10-10,2024-10-25,32952,15,1,326225,2155144,1076778,low,1
INV-2024-00904,Ayesha Plastics,National Packaging House,Packaging,2024-12-29,2025-01-28,2025-03-05,74808,36,1,326225,2155144,1076778,low,1
INV-2024-00905,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-02-12,2024-03-13,2024-04-17,36282,35,1,326225,2155144,1076778,low,0
INV-2024-00906,Ayesha Plastics,Shree Retail Distributors,Retail,2024-04-22,2024-05-22,2024-07-04,70338,43,1,326225,2155144,1076778,medium,0
INV-2024-00907,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-10-02,2024-11-01,2025-01-18,255611,78,1,326225,2155144,1076778,high,1
INV-2024-00908,Ayesha Plastics,National Packaging House,Packaging,2024-10-16,2024-11-15,2024-12-08,65166,23,1,326225,2155144,1076778,low,1
INV-2024-00909,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-10-08,2024-11-07,2024-12-06,41204,29,1,326225,2155144,1076778,medium,1
INV-2024-00910,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-05-17,2024-06-16,2024-07-27,117610,41,1,326225,2155144,1076778,medium,0
INV-2024-00911,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-07-06,2024-08-05,2024-09-02,58031,28,1,326225,2155144,1076778,low,0
INV-2024-00912,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-08-13,2024-09-12,2024-10-04,56627,22,1,326225,2155144,1076778,low,0
INV-2024-00913,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-02-22,2024-03-23,2024-05-23,130902,61,1,326225,2155144,1076778,medium,0
INV-2024-00914,Ayesha Plastics,Shree Retail Distributors,Retail,2024-05-06,2024-06-05,2024-07-31,58192,56,1,326225,2155144,1076778,medium,0
INV-2024-00915,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-08-18,2024-09-17,2024-12-01,141056,75,1,326225,2155144,1076778,high,0
INV-2024-00916,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-02-14,2024-03-15,2024-05-22,210410,68,1,326225,2155144,1076778,high,0
INV-2024-00917,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-05-01,2024-05-31,2024-08-19,183125,80,1,326225,2155144,1076778,high,0
INV-2024-00918,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-12-18,2025-01-17,2025-02-16,50813,30,1,326225,2155144,1076778,low,1
INV-2024-00919,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-11-19,2024-12-19,2025-01-16,42844,28,1,326225,2155144,1076778,low,1
INV-2024-00920,Ayesha Plastics,National Packaging House,Packaging,2024-04-15,2024-05-15,2024-06-14,69401,30,1,326225,2155144,1076778,low,0
INV-2024-00921,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-10-18,2024-11-17,2024-11-29,58071,12,1,326225,2155144,1076778,low,1
INV-2024-00922,Ayesha Plastics,Shree Retail Distributors,Retail,2024-10-02,2024-11-01,2024-12-13,69025,42,1,326225,2155144,1076778,medium,1
INV-2024-00923,Ayesha Plastics,Shree Retail Distributors,Retail,2024-05-29,2024-06-28,2024-07-29,83197,31,1,326225,2155144,1076778,medium,0
INV-2024-00924,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-09-20,2024-10-20,2024-12-03,216956,44,1,326225,2155144,1076778,high,1
INV-2024-00925,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-02-18,2024-03-19,2024-06-09,183778,82,1,326225,2155144,1076778,high,0
INV-2024-00926,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-07-29,2024-08-28,2024-11-22,130919,86,1,326225,2155144,1076778,high,0
INV-2024-00927,Ayesha Plastics,Shree Retail Distributors,Retail,2024-12-01,2024-12-31,2025-02-20,56127,51,1,326225,2155144,1076778,medium,1
INV-2024-00928,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-05-07,2024-06-06,2024-08-07,185023,62,1,326225,2155144,1076778,high,0
INV-2024-00929,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-05-06,2024-06-05,2024-07-26,173736,51,1,326225,2155144,1076778,medium,0
INV-2024-00930,Ayesha Plastics,Shree Retail Distributors,Retail,2024-09-07,2024-10-07,2024-11-20,85773,44,1,326225,2155144,1076778,medium,1
INV-2024-00931,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-11-17,2024-12-17,2025-01-20,57985,34,1,326225,2155144,1076778,low,1
INV-2024-00932,Ayesha Plastics,National Packaging House,Packaging,2024-11-20,2024-12-20,2025-01-05,84282,16,1,326225,2155144,1076778,low,1
INV-2024-00933,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-07-25,2024-08-24,2024-09-07,79565,14,1,326225,2155144,1076778,low,0
INV-2024-00934,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-07-07,2024-08-06,2024-10-26,226627,81,1,326225,2155144,1076778,high,0
INV-2024-00935,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-10-24,2024-11-23,2025-02-10,101361,79,1,326225,2155144,1076778,high,1
INV-2024-00936,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-08-22,2024-09-21,2024-10-26,67357,35,1,326225,2155144,1076778,medium,0
INV-2024-00937,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-02-02,2024-03-03,2024-05-07,114218,65,1,326225,2155144,1076778,medium,0
INV-2024-00938,Ayesha Plastics,National Packaging House,Packaging,2024-08-07,2024-09-06,2024-10-20,93585,44,1,326225,2155144,1076778,low,0
INV-2024-00939,Ayesha Plastics,National Packaging House,Packaging,2024-06-14,2024-07-14,2024-08-13,59880,30,1,326225,2155144,1076778,low,0
INV-2024-00940,Ayesha Plastics,Shree Retail Distributors,Retail,2024-10-22,2024-11-21,2024-12-24,46331,33,1,326225,2155144,1076778,medium,1
INV-2024-00941,Ayesha Plastics,National Packaging House,Packaging,2024-06-24,2024-07-24,2024-09-08,87367,46,1,326225,2155144,1076778,low,0
INV-2024-00942,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-01-24,2024-02-23,2024-04-27,95626,64,1,326225,2155144,1076778,high,0
INV-2024-00943,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-08-23,2024-09-22,2024-12-11,143943,80,1,326225,2155144,1076778,high,0
INV-2024-00944,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-03-21,2024-04-20,,134519,180,0,326225,2155144,1076778,high,0
INV-2024-00945,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-08-07,2024-09-06,2024-11-19,126046,74,1,326225,2155144,1076778,high,0
INV-2024-00946,Ayesha Plastics,National Packaging House,Packaging,2024-03-08,2024-04-07,2024-05-09,79833,32,1,326225,2155144,1076778,low,0
INV-2024-00947,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-05-20,2024-06-19,2024-08-31,127544,73,1,326225,2155144,1076778,high,0
INV-2024-00948,Ayesha Plastics,Shree Retail Distributors,Retail,2024-02-12,2024-03-13,2024-04-20,78232,38,1,326225,2155144,1076778,medium,0
INV-2024-00949,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-03-25,2024-04-24,2024-08-05,134648,103,1,326225,2155144,1076778,high,0
INV-2024-00950,Ayesha Plastics,National Packaging House,Packaging,2024-12-24,2025-01-23,2025-02-21,80096,29,1,326225,2155144,1076778,low,1
INV-2024-00951,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-02-16,2024-03-17,,149393,180,0,326225,2155144,1076778,medium,0
INV-2024-00952,Ayesha Plastics,Shree Retail Distributors,Retail,2024-09-01,2024-10-01,2024-11-15,103462,45,1,326225,2155144,1076778,medium,1
INV-2024-00953,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-09-22,2024-10-22,,121244,180,0,326225,2155144,1076778,medium,1
INV-2024-00954,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-12-22,2025-01-21,2025-02-08,36436,18,1,326225,2155144,1076778,low,1
INV-2024-00955,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-08-04,2024-09-03,2024-10-12,65151,39,1,326225,2155144,1076778,medium,0
INV-2024-00956,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-04-27,2024-05-27,2024-09-02,261625,98,1,326225,2155144,1076778,high,0
INV-2024-00957,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-02-22,2024-03-23,2024-06-15,170522,84,1,326225,2155144,1076778,high,0
INV-2024-00958,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-06-02,2024-07-02,2024-09-05,72957,65,1,326225,2155144,1076778,high,0
INV-2024-00959,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-03-09,2024-04-08,2024-05-08,75305,30,1,326225,2155144,1076778,medium,0
INV-2024-00960,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-02-05,2024-03-06,,57477,180,0,326225,2155144,1076778,low,0
INV-2024-00961,Ayesha Plastics,Shree Retail Distributors,Retail,2024-11-28,2024-12-28,2025-02-15,40414,49,1,326225,2155144,1076778,medium,1
INV-2024-00962,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-04-19,2024-05-19,2024-06-28,68181,40,1,326225,2155144,1076778,medium,0
INV-2024-00963,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-07-29,2024-08-28,2024-09-23,146852,26,1,326225,2155144,1076778,medium,0
INV-2024-00964,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-04-21,2024-05-21,2024-07-29,43788,69,1,326225,2155144,1076778,high,0
INV-2024-00965,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-03-04,2024-04-03,2024-05-16,76514,43,1,326225,2155144,1076778,low,0
INV-2024-00966,Ayesha Plastics,Shree Retail Distributors,Retail,2024-08-07,2024-09-06,2024-10-22,55409,46,1,326225,2155144,1076778,medium,0
INV-2024-00967,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-05-21,2024-06-20,2024-07-26,83367,36,1,326225,2155144,1076778,medium,0
INV-2024-00968,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-11-03,2024-12-03,2025-01-05,217552,33,1,326225,2155144,1076778,medium,1
INV-2024-00969,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-12-19,2025-01-18,2025-04-30,155149,102,1,326225,2155144,1076778,high,1
INV-2024-00970,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-11-06,2024-12-06,2025-01-14,122144,39,1,326225,2155144,1076778,medium,1
INV-2024-00971,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-05-31,2024-06-30,2024-08-02,102701,33,1,326225,2155144,1076778,medium,0
INV-2024-00972,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-05-02,2024-06-01,2024-07-30,188456,59,1,326225,2155144,1076778,high,0
INV-2024-00973,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-09-12,2024-10-12,2024-11-30,146755,49,1,326225,2155144,1076778,medium,1
INV-2024-00974,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-01-07,2024-02-06,2024-04-03,176969,57,1,326225,2155144,1076778,high,0
INV-2024-00975,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-03-08,2024-04-07,2024-06-10,231302,64,1,326225,2155144,1076778,high,0
INV-2024-00976,Ayesha Plastics,Shree Retail Distributors,Retail,2024-08-03,2024-09-02,2024-10-26,44539,54,1,326225,2155144,1076778,medium,0
INV-2024-00977,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-08-29,2024-09-28,2024-11-14,119242,47,1,326225,2155144,1076778,high,0
INV-2024-00978,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-01-09,2024-02-08,2024-03-17,51065,38,1,326225,2155144,1076778,low,0
INV-2024-00979,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-04-20,2024-05-20,,59573,180,0,326225,2155144,1076778,high,0
INV-2024-00980,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-07-22,2024-08-21,2024-09-19,75840,29,1,326225,2155144,1076778,low,0
INV-2024-00981,Ayesha Plastics,National Packaging House,Packaging,2024-09-13,2024-10-13,2024-11-16,69011,34,1,326225,2155144,1076778,low,1
INV-2024-00982,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-07-24,2024-08-23,2024-11-17,165844,86,1,326225,2155144,1076778,high,0
INV-2024-00983,Ayesha Plastics,Shree Retail Distributors,Retail,2024-11-11,2024-12-11,2025-01-22,91112,42,1,326225,2155144,1076778,medium,1
INV-2024-00984,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-02-10,2024-03-11,2024-04-06,57039,26,1,326225,2155144,1076778,low,0
INV-2024-00985,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-03-20,2024-04-19,2024-05-26,57076,37,1,326225,2155144,1076778,low,0
INV-2024-00986,Ayesha Plastics,National Packaging House,Packaging,2024-11-20,2024-12-20,2024-12-27,80684,7,1,326225,2155144,1076778,low,1
INV-2024-00987,Ayesha Plastics,Shree Retail Distributors,Retail,2024-11-25,2024-12-25,2025-02-06,93118,43,1,326225,2155144,1076778,medium,1
INV-2024-00988,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-05-02,2024-06-01,2024-08-08,144251,68,1,326225,2155144,1076778,high,0
INV-2024-00989,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-08-10,2024-09-09,2024-12-10,189964,92,1,326225,2155144,1076778,high,0
INV-2024-00990,Ayesha Plastics,Shree Retail Distributors,Retail,2024-01-29,2024-02-28,2024-04-14,64542,46,1,326225,2155144,1076778,medium,0
INV-2024-00991,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-03-30,2024-04-29,2024-06-18,106133,50,1,326225,2155144,1076778,high,0
INV-2024-00992,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-12-25,2025-01-24,2025-05-19,119931,115,1,326225,2155144,1076778,high,1
INV-2024-00993,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-09-24,2024-10-24,2024-12-07,118828,44,1,326225,2155144,1076778,medium,1
INV-2024-00994,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-05-12,2024-06-11,2024-09-03,174003,84,1,326225,2155144,1076778,high,0
INV-2024-00995,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-05-17,2024-06-16,2024-08-16,102548,61,1,326225,2155144,1076778,medium,0
